Price,Close,High,Low,Open,Volume
Ticker,^WIG20,^WIG20,^WIG20,^WIG20,^WIG20
Date,,,,,
2013-03-05,2477.679931640625,2477.679931640625,2450.159912109375,2450.449951171875,0
2013-03-06,2481.360107421875,2498.610107421875,2477.93994140625,2482.25,0
2013-03-07,2474.699951171875,2485.0,2471.4599609375,2478.9599609375,0
2013-03-08,2490.699951171875,2505.659912109375,2480.860107421875,2485.47998046875,0
2013-03-11,2479.199951171875,2494.139892578125,2476.030029296875,2491.7900390625,0
2013-03-12,2482.389892578125,2486.860107421875,2473.77001953125,2480.18994140625,0
2013-03-13,2473.949951171875,2484.3701171875,2467.989990234375,2478.340087890625,0
2013-03-14,2498.840087890625,2510.5,2470.72998046875,2471.85009765625,0
2013-03-15,2486.300048828125,2518.1201171875,2484.550048828125,2513.489990234375,0
2013-03-18,2453.89990234375,2468.030029296875,2439.52001953125,2458.580078125,0
2013-03-19,2421.93994140625,2455.389892578125,2419.93994140625,2450.530029296875,0
2013-03-20,2422.610107421875,2440.659912109375,2420.2099609375,2428.639892578125,0
2013-03-21,2395.820068359375,2435.760009765625,2388.280029296875,2435.5400390625,0
2013-03-22,2370.02001953125,2391.840087890625,2367.7099609375,2391.080078125,0
2013-03-25,2339.47998046875,2401.47998046875,2334.8701171875,2401.47998046875,0
2013-03-26,2353.409912109375,2356.06005859375,2330.449951171875,2346.5,0
2013-03-27,2385.27001953125,2385.27001953125,2341.3798828125,2356.679931640625,0
2013-03-28,2370.070068359375,2389.18994140625,2355.280029296875,2368.14990234375,0
2013-04-02,2375.669921875,2382.590087890625,2365.110107421875,2373.72998046875,0
2013-04-03,2336.449951171875,2373.550048828125,2325.35009765625,2372.449951171875,0
2013-04-04,2342.639892578125,2349.550048828125,2318.030029296875,2336.219970703125,0
2013-04-05,2346.3701171875,2361.080078125,2330.97998046875,2347.739990234375,0
2013-04-08,2344.719970703125,2376.85009765625,2344.719970703125,2364.47998046875,0
2013-04-09,2347.10009765625,2361.570068359375,2338.260009765625,2357.8798828125,0
2013-04-10,2370.510009765625,2382.719970703125,2348.909912109375,2351.580078125,0
2013-04-11,2409.02001953125,2409.02001953125,2373.77001953125,2382.679931640625,0
